Municipality ID,Municipality,Monthly Wage,Worked Hours Week
8019,Chihuahua,3321.812988692714,23.87889363630312
8020,Chínipas,3807.0288719725636,20.08392190920128
8021,Delicias,2981.39341777911,23.983235088815693
8022,Dr. Belisario Domínguez,1358.4967796088713,19.30308796382996
8024,Santa Isabel,1886.3890068248552,21.313427505753513
8025,Gómez Farías,1327.1625564460137,20.03526698493517
8026,Gran Morelos,942.365284942794,12.649128317889115
8027,Guachochi,1281.6743840871475,19.414445240139898
8028,Guadalupe,4378.682100330894,23.307501871845034
8029,Guadalupe y Calvo,1224.6633812119157,20.360596366894285
8030,Guazapares,2350.4361334834234,23.642183085805584
8031,Guerrero,2113.790986995566,22.74768289825526
8032,Hidalgo del Parral,2964.8210587479816,21.981136127782207
8033,Huejotitán,1920.6891372938758,17.390740937291945
8035,Janos,4103.186827096905,25.415806469660573
8036,Jiménez,2722.222025819949,24.78774111400578
8037,Juárez,3631.475998183379,23.833291695671065
8038,Julimes,2596.772398524903,20.178417069333282
8039,López,1803.6340746825047,18.683762978875762
8040,Madera,2718.3033653918287,22.199967991517752
8041,Maguarichi,714.2687762847471,16.42003282387937
8042,Manuel Benavides,3066.5814563213175,25.58984613458137
8043,Matachí,1458.5384464021374,21.095138462649384
8045,Meoqui,2776.554304411599,24.133939714803983
8046,Morelos,2087.0535714285716,22.696428571428573
8047,Moris,1239.25,23.557692307692307
8048,Namiquipa,2810.784410451399,20.944708811986168
8050,Nuevo Casas Grandes,3135.8300770860883,23.01787182758559
8051,Ocampo,3586.226937775931,26.9305406083955
8052,Ojinaga,3254.7753853706217,22.89709825869571
8053,Praxedis G. Guerrero,4161.377462221019,22.297517483015483
8054,Riva Palacio,4216.50121175819,27.02767369996015
8055,Rosales,2911.1200528094428,23.23583948294038
8057,San Francisco de Borja,1273.7287614966679,19.020756146352433
8059,San Francisco del Oro,3760.862790822139,22.42851681664921
8060,Santa Bárbara,2786.6092796543185,22.857743584338937
8061,Satevó,1600.606407971182,15.795141815144351
8062,Saucillo,3037.474572063788,23.148218948238156
8063,Temósachic,1485.5028456987545,20.0519787057946
8064,El Tule,824.3731292284563,18.79295655937493
8065,Urique,1779.5975585043568,19.906071595776645
8066,Uruachi,1079.9057999667623,19.029466879845963
8067,Valle de Zaragoza,2526.4980944062886,22.61979435467863
8999,No Informado,1818.7674586897422,23.543585981009812
9002,Azcapotzalco,2159.6550828061345,24.5553300004129
9003,Coyoacán,2322.1899933452614,22.32535538084044
9004,Cuajimalpa de Morelos,2561.6203864554986,25.960845765397295
9005,Gustavo A. Madero,1616.840852829761,23.388915626289563
9006,Iztacalco,1910.5362722725367,24.433437506626255
9007,Iztapalapa,2010.4550812058174,24.00995554143816
9008,La Magdalena Contreras,1987.4397598471642,23.815213624023173
9009,Milpa Alta,1831.246671861931,24.18953738108106
9010,Álvaro Obregón,2488.651745901885,23.83815668467547
9011,Tláhuac,2169.926030512069,23.830563796007382
9012,Tlalpan,2186.7587449791176,23.73669767167098
9013,Xochimilco,2188.6151034937993,23.627262850939374
9014,Benito Juárez,3870.6069120731377,24.286779885248073
9015,Cuauhtémoc,2591.5825257852393,26.071113664440723
9016,Miguel Hidalgo,2782.000475936446,24.979584052255596
9017,Venustiano Carranza,1748.0519736375147,24.655116332973098
10001,Canatlán,2002.2891947727976,18.77519717997337
10003,Coneto de Comonfort,1395.599553543553,18.619138307836405
10004,Cuencamé,2100.862587491034,21.962392967760252
10005,Durango,2958.3569801517165,23.996624650121475
10006,General Simón Bolívar,1294.7107906322979,19.428858220691264
10007,Gómez Palacio,3034.059714779733,23.525892702755534
10008,Guadalupe Victoria,1912.7463255155715,22.237862601666084
10009,Guanaceví,2403.617117006228,24.148728514267642
10010,Hidalgo,2778.1612295124887,18.904330523118816
10011,Indé,1599.3525924729447,22.451518333064126
10012,Lerdo,3051.7137381193684,23.6029100590559
10013,Mapimí,2239.1346284748142,22.986738431923644
10014,Mezquital,1553.1209089416604,16.56408399244158
10015,Nazas,1628.0278478287305,19.146391982759823
10016,Nombre de Dios,2079.100381854541,20.62858443331816
10017,Ocampo,2341.0358645905408,20.925636517135658
10018,El Oro,2780.733992485058,21.067450812333075
10020,Pánuco de Coronado,1736.5340226333374,20.025261128497668
10021,Peñón Blanco,1674.1019230094907,20.269271003786994
10022,Poanas,1796.8185004060297,19.766978345307372
10023,Pueblo Nuevo,1986.2780321204355,20.57274717387849
10024,Rodeo,1364.8349875195931,19.101527564404197
10026,San Dimas,4096.325602506337,24.41775248807165
10027,San Juan de Guadalupe,924.1444284308745,17.651366206904697
10028,San Juan del Río,1775.512720762711,21.480988456454043
10029,San Luis del Cordero,748.2577522559475,17.697442016556046
10031,Santa Clara,855.9216584153129,19.586036915374855
10032,Santiago Papasquiaro,2487.6939053069086,23.07024138463049
10033,Súchil,1577.311292576148,15.261365541652436
10034,Tamazula,2136.5517694818573,21.79985166234911
10035,Tepehuanes,2393.740019638178,21.894718814402093
10036,Tlahualilo,2312.0224096813954,22.328404832354487
10037,Topia,5288.137977233424,23.68443207084624
10038,Vicente Guerrero,2534.4348603151916,25.684694786263183
10039,Nuevo Ideal,2182.6117708106544,23.806112587893406
11001,Abasolo,2245.715502888373,23.38526733626968
11002,Acámbaro,1286.4287533354639,18.97838657882476
11003,San Miguel de Allende,1754.9235422267948,23.440558075640286
11004,Apaseo el Alto,1590.3902504724779,22.176424383085187
11005,Apaseo el Grande,2050.246034418999,23.838267409630575
11007,Celaya,2105.514074254901,25.016479182854493
11008,Manuel Doblado,2303.36864480027,22.535365637799806
11009,Comonfort,1711.6023674835683,23.687491026035747
11010,Coroneo,1963.3341932369963,25.548434073821344
11011,Cortazar,2047.0930913438447,23.659491487377696
11012,Cuerámaro,1262.3283583953364,20.484668606397882
11013,Doctor Mora,1909.3611550072703,21.298131028516224
11014,Dolores Hidalgo Cuna de la Independencia Nacional,1673.3144764012534,23.546070596185697
11015,Guanajuato,2684.6414282491987,24.52701905784016
11016,Huanímaro,1443.579060337892,16.62094288012872
11017,Irapuato,2972.218302468459,25.738845198675495
11018,Jaral del Progreso,1822.0986927703505,19.979765909933754
11019,Jerécuaro,1619.4408529440109,19.960775945495286
11020,León,2589.572104166756,26.523410407373113
11021,Moroleón,1895.6677622496984,21.443684776326783
11022,Ocampo,1942.9129082630925,22.9821874770238
11023,Pénjamo,1837.9003345341537,21.322149453678392
11024,Pueblo Nuevo,1870.5418395677225,18.735092694868197
11025,Purísima del Rincón,2955.243283055073,28.40263117023005
11026,Romita,1940.3778332250558,21.84698104238007
11027,Salamanca,2424.097505421719,22.164030420702517
11028,Salvatierra,1413.4851630794258,20.583252531920046
11029,San Diego de la Unión,1793.5800221214918,20.96547893708268
11030,San Felipe,1919.8205969255255,22.345568430776122
11031,San Francisco del Rincón,2459.290654687429,27.552935507043802
11032,San José Iturbide,2310.0728875868426,26.25766694692775
11033,San Luis de la Paz,1925.5142608472631,23.1263542727735
11034,Santa Catarina,1876.775424755811,20.63145616713929
11035,Santa Cruz de Juventino Rosas,1333.257008720156,21.306835228308262
11036,Santiago Maravatío,994.0895366809244,13.406949786132778
11037,Silao de la Victoria,2861.8363728329227,27.26889631284016
11038,Tarandacuao,1181.3964514187637,18.364086218041592
11039,Tarimoro,1324.066262686231,20.753088454314213
11040,Tierra Blanca,2712.031995630426,21.179593322984342
11041,Uriangato,1720.067473393,23.525908444938896
11042,Valle de Santiago,1878.04234664619,22.355918648403325
11043,Victoria,1762.4934852063614,19.395456898244277
11044,Villagrán,2136.1254189685824,23.3871603468475
11045,Xichú,309.53587495919805,11.54913026818111
11046,Yuriria,1410.3200940679828,18.383227389928667
12001,Acapulco de Juárez,2069.28934561126,24.40792295105826
12002,Ahuacuotzingo,198.58103871454716,24.99349589761311
12003,Ajuchitlán del Progreso,1042.635520448356,19.531675770018193
12004,Alcozauca de Guerrero,770.9154474673867,22.691294286724577
12006,Apaxtla,1258.04686559232,20.110310564856018
12007,Arcelia,1944.0506104098008,22.947878710131956
12008,Atenango del Río,542.4556906227218,16.303667158333756
12009,Atlamajalcingo del Monte,68.25263118953814,28.583569169302482
12010,Atlixtac,241.19365895726511,28.260457433529485
12011,Atoyac de Álvarez,1625.8563397044225,24.278871776172522
12012,Ayutla de los Libres,1051.6582429453397,23.674848104203548
12013,Azoyú,858.8379184750361,25.094265338642444
12014,Benito Juárez,2293.0637194408678,21.354488613938305
12015,Buenavista de Cuéllar,1605.9758148509252,22.046141405456307
12018,Copala,1548.6171664987507,25.603582255433924
12020,Copanatoyac,423.6087074522221,22.968185758980738
12021,Coyuca de Benítez,1823.7652781651352,24.46935605264666
12022,Coyuca de Catalán,1077.597240349589,21.13083149898703
12023,Cuajinicuilapa,1382.511971861583,23.127329891735823
12024,Cualác,1062.7975129753283,26.373142631167656
12025,Cuautepec,706.9665585571067,21.753148271254272
12026,Cuetzala del Progreso,600.5636659565314,23.095386194348983
12027,Cutzamala de Pinzón,1179.4892933183144,19.16886768804042
12028,Chilapa de Álvarez,1095.594561485683,25.924672550029637
12029,Chilpancingo de los Bravo,2484.436920132053,23.904212244985338
12030,Florencio Villarreal,1577.6493052392873,22.866849831806345
12031,General Canuto A. Neri,107.1969696969697,11.272727272727273
12032,General Heliodoro Castillo,544.4180057553673,21.677769929122412
12033,Huamuxtitlán,1099.4736949077383,22.08236185361287
12034,Huitzuco de los Figueroa,1451.5306546016861,21.037668063127043
12035,Iguala de la Independencia,2284.226077121315,23.830701225113035
12036,Igualapa,796.5294117647059,17.58823529411765
12037,Ixcateopan de Cuauhtémoc,568.3204086925379,21.987119269227446
12038,Zihuatanejo de Azueta,2787.1669850579988,26.973114695776733
12039,Juan R. Escudero,1169.8520273957874,20.892370307806267
12040,Leonardo Bravo,779.0514215582344,28.123086249063096
12041,Malinaltepec,698.6543341786519,25.524899581478657
12042,Mártir de Cuilapan,680.7497397210701,27.25004593157587
12043,Metlatónoc,1079.188381314479,24.483457641771164
12044,Mochitlán,503.5053414285828,21.644581581445816
12045,Olinalá,522.3424377595783,22.658834028136276
12046,Ometepec,1722.145978444679,27.807240454578753
12047,Pedro Ascencio Alquisiras,390.9066847223932,17.47326111042718
12048,Petatlán,2641.476621422201,26.15758006577209
12049,Pilcaya,1788.05740319055,25.51365121559506
12050,Pungarabato,2095.099796256883,24.154906876519554
12051,Quechultenango,1069.4713489948708,23.37296759583375
12052,San Luis Acatlán,906.2526839627258,25.694597762273713
12053,San Marcos,1223.5505370691021,22.093928825706097
12054,San Miguel Totolapan,528.4174095357844,23.07038004583866
12055,Taxco de Alarcón,1754.0988388678843,22.705505031643334
12056,Tecoanapa,904.4766347186911,19.754397348909627
12057,Técpan de Galeana,2144.4473587554307,23.27584933413264
12058,Teloloapan,849.6530118166559,22.070859674729277
12059,Tepecoacuilco de Trujano,1546.30850317262,19.661750232274187
12060,Tetipac,855.6117496511544,21.440696236434697
12061,Tixtla de Guerrero,1723.272384735069,19.758903562250858
12062,Tlacoachistlahuaca,961.1681451120013,25.761969527469994
12063,Tlacoapa,171.10482089954215,17.968946943172636
12064,Tlalchapa,979.0367991165378,19.49600150021878
12065,Tlalixtaquilla de Maldonado,1237.3192961038483,25.77654333862963
12066,Tlapa de Comonfort,1463.399236913549,23.924830556321027
12067,Tlapehuala,1091.7720702797837,20.082787786168456
12068,La Unión de Isidoro Montes de Oca,2274.673460535716,21.34276681418803
12069,Xalpatláhuac,486.58233570834386,26.186427223978786
12070,Xochihuehuetlán,1451.9639921050373,24.00463399982837
12071,Xochistlahuaca,935.1158460741503,31.28627255007551
12072,Zapotitlán Tablas,345.09179266467066,28.915911926147704
12073,Zirándaro,978.5959509929654,20.07207322618382
12074,Zitlala,540.2640419672817,27.973250436614098
12075,Eduardo Neri,1824.499603840546,22.888952928553742
12076,Acatepec,141.52961124019203,27.574644894383667
12077,Marquelia,1502.4298436398406,27.52113711211767
12078,Cochoapa el Grande,644.7112018078658,25.23676478361996
12079,José Joaquín de Herrera,660.9829160675,27.01370647591657
12080,Juchitán,848.6195229985823,24.509609657475064
12081,Iliatenco,732.1311129102305,27.481505112299008
13001,Acatlán,1898.607764556489,21.360661495024427
13002,Acaxochitlán,1433.9949112259121,23.63384308600426
13003,Actopan,2130.790247258722,24.468071476869664
13004,Agua Blanca de Iturbide,1480.9934518793764,19.983762568734825
13006,Alfajayucan,1197.4840920716113,21.07442455242967
13007,Almoloya,1400.8415753695645,21.14733949573787
13008,Apan,2224.766052324163,23.685046265147538
13009,El Arenal,2288.7411852851274,24.859555592702264
13010,Atitalaquia,3267.288163067381,22.589155239901196
13011,Atlapexco,865.1981084747165,16.71659749098699
13012,Atotonilco el Grande,1858.9501398622615,23.691180486028944
13013,Atotonilco de Tula,2847.441133568137,24.527039255776618
13014,Calnali,2044.7465622364318,19.655030968667216
13015,Cardonal,1643.2302489107137,15.119938487368739
13016,Cuautepec de Hinojosa,2080.667873987352,24.11067840096632
13017,Chapantongo,1413.477962082868,19.76099910127366
13018,Chapulhuacán,1456.5761043572802,18.53127276898798
13019,Chilcuautla,2619.3874575457135,23.786090431918762
13020,Eloxochitlán,390.1055986379727,16.46509805142899
13021,Emiliano Zapata,2123.82125838831,21.334903838907152
13022,Epazoyucan,3161.955268777115,25.762193261930587
13023,Francisco I. Madero,2394.248806870353,19.757699800154835
13024,Huasca de Ocampo,2305.7861797253613,22.97510481511176
13025,Huautla,1427.6175146466219,17.722380440353326
13026,Huazalingo,715.9489715520297,15.179268945183306
13027,Huehuetla,685.5405053861856,17.175323156700323
13028,Huejutla de Reyes,1730.152106568612,21.856531996554505
13029,Huichapan,2046.0157758272762,22.64609969754075
13030,Ixmiquilpan,1953.1022660061078,23.326693434238262
13031,Jacala de Ledezma,3912.00458964696,26.01545693648426
13032,Jaltocán,1465.0542706317663,18.930813033411937
13033,Juárez Hidalgo,601.6157297735821,14.459774319640092
13034,Lolotla,933.1617133635466,16.563892512208927
13035,Metepec,1925.8106923243106,30.752920471490825
13036,San Agustín Metzquititlán,1602.2916459488163,19.939688035211137
13037,Metztitlán,1443.0113330315285,22.2530787941102
13039,Mineral del Monte,2484.1795809642285,24.23114575656983
13040,La Misión,437.402243260463,17.67183164495983
13041,Mixquiahuala de Juárez,2080.0185032110962,22.965713581228655
13044,Nopala de Villagrán,1473.7276245429466,23.852814664057632
13045,Omitlán de Juárez,1485.4660284578874,21.54443673227981
13046,San Felipe Orizatlán,1045.1417623396906,17.794570062940704
13047,Pacula,1415.122268478973,14.009918479387641
13048,Pachuca de Soto,3322.695038086552,24.17131050926264
13049,Pisaflores,507.6714654355112,13.742161732697726
13050,Progreso de Obregón,2331.012079172486,24.53194691638804
13051,Mineral de la Reforma,3506.4267043075697,24.411541875023936
13052,San Agustín Tlaxiaca,2452.345233663172,27.369258173980423
13053,San Bartolo Tutotepec,1288.4382468175122,19.44413214954632
13054,San Salvador,1667.5286282105133,21.91534668097883
13055,Santiago de Anaya,1999.7566339872849,25.079717003934313
13056,Santiago Tulantepec de Lugo Guerrero,2618.091696870783,22.924058726693374
13057,Singuilucan,2520.361821670376,24.181307944546234
13058,Tasquillo,1551.0028855221478,16.886422194340184
13059,Tecozautla,1888.5362090572214,22.3598914539963
13060,Tenango de Doria,1679.7393620743956,21.923933582951324
13061,Tepeapulco,2472.158213382774,21.853367734574544
13062,Tepehuacán de Guerrero,1341.6858080409263,16.476511404725112
13063,Tepeji del Río de Ocampo,2378.832449172241,25.001927405444064
13064,Tepetitlán,2030.0851148655586,23.55495713579752
13066,Villa de Tezontepec,2154.85103646654,25.384265735982055
13067,Tezontepec de Aldama,2273.008416026908,24.259130803674857
13068,Tianguistengo,2389.2436479041453,21.26964863615349
13069,Tizayuca,2672.7967590463068,25.291897777351675
13070,Tlahuelilpan,2511.5431154948824,25.677719889380583
13071,Tlahuiltepa,898.4100877192982,10.826262502049516
13072,Tlanalapa,5039.7031906999755,23.713473022154695
13073,Tlanchinol,976.8534135525433,17.155030831781765
13074,Tlaxcoapan,2331.3105910298355,23.327147406624153
13075,Tolcayuca,2165.152370260562,24.229698751721163
13076,Tula de Allende,2672.1899616691876,24.089859134147506
13077,Tulancingo de Bravo,2406.894275816058,26.04702157576544
13078,Xochiatipan,808.3180167222224,15.885445520467437
13080,Yahualica,276.83551694795307,15.85018067471219
13081,Zacualtipán de Ángeles,2165.6003012078695,23.71869237857558
13082,Zapotlán de Juárez,2355.892283678976,22.500008264018874
13083,Zempoala,2341.3900634461415,22.992848200057328
13084,Zimapán,2023.0045458348673,20.604654188560527
14001,Acatic,3330.6781064477827,22.27810644778277
14002,Acatlán de Juárez,2633.972448813182,23.321639640964804
14003,Ahualulco de Mercado,2057.3048035655333,15.704209310003302
14004,Amacueca,3041.6270567545675,20.493607671688945
14005,Amatitán,2293.625222661872,23.24042257066991
14006,Ameca,2132.2582637045925,19.031982362635226
14007,San Juanito de Escobedo,3907.0756089676884,24.52842587221531
14008,Arandas,2455.3308643476994,24.56754117389476
14009,El Arenal,2770.49794874705,20.51157313910132
